0.9138,26.744500000000002,123.61559999999999,636.5108,787.7847
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.846,27.282500000000002,124.3188,656.9076,809.3549
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8303,27.3493,126.1207,663.2995,817.5998
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8626,26.8631,125.76929999999999,675.0748,828.5698
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8153,27.833,125.3298,707.4208,861.3989
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8616,26.883499999999998,125.9691,718.762,872.4762
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8122,26.4833,128.1109,699.6895,855.0958999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8375,27.592200000000002,130.9988,674.7097,834.1382
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8303,27.8581,128.35,723.3369,880.3753
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8857,26.9854,125.7004,679.3989,832.9704
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8363,26.8052,126.3871,730.1536,884.1822
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8804,27.1476,126.9443,683.6835,838.6558
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8487,26.309400000000004,125.5455,644.0637,796.7673
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8606,27.4409,124.43230000000001,726.5534,879.2872
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8651,26.7193,123.457,718.1688,869.2102
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8405,26.883799999999997,124.7382,638.3923,790.8548
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
1.277,27.371299999999998,127.9824,717.1243,873.7549999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9327,26.4425,125.5162,639.0181,791.9095
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8205,27.287000000000003,125.2676,647.8533,801.2284
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8264,27.020100000000003,124.9971,675.0533,827.8969000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8238,26.828300000000002,124.95549999999999,716.9123,869.5199
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8249,27.3863,126.50500000000001,657.6568,812.373
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9188,27.0662,126.96679999999999,688.0993,843.0510999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8707,27.133599999999998,134.9132,694.2947,857.2122
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8202,26.878800000000002,124.01230000000001,706.6724,858.3837000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8136,27.8007,125.1125,694.8689,848.5957000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8208,26.8976,125.9945,676.5445,830.2574
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8061,27.040799999999997,125.73409999999998,686.4576,840.0386
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9401,27.2975,126.4607,655.5396,810.2379
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8485,27.977899999999998,126.119,675.7061,830.6514999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8204,27.214299999999998,124.171,651.3696,803.5753
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8359,27.8421,129.0111,664.6933,822.3824
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8544,28.254499999999997,123.66669999999999,664.8561,817.6316999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8277,28.849600000000002,124.08640000000001,712.669,866.4327000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8305,26.5963,127.3639,662.4477,817.2384000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
1.6302,26.785700000000002,125.2724,726.8629,880.5512
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8611,26.9289,124.4933,667.8313,820.1146000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9491,27.5931,149.1607,696.4356,874.1385
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8496,28.133700000000005,123.5671,681.1544,833.7048
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.823,27.4312,124.61030000000001,658.0136,810.8781
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8497,27.3876,125.5177,747.8468,901.6018
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8269,26.889000000000003,124.6209,707.6335,859.9703000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.847,26.767400000000002,126.3749,684.8291,838.8184000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9367,26.839799999999997,125.1096,661.4182,814.3043
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8279,26.6218,126.4735,709.1327,863.0559000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8368,26.790100000000002,125.29719999999999,665.066,817.9901
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8356,27.2872,124.2136,706.618,858.9544000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8395,27.983,123.3102,706.2004,858.3331
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.833,28.344,124.13919999999999,694.5081,847.8243
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9116,26.8478,124.6009,712.2345,864.5948000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
1.0224,26.814600000000002,125.2375,687.0462,840.1206999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9575,27.360100000000003,129.9908,689.46,847.7684
